first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Age
David,Napoleon,Male,72,05/11/1961,Structural Engineer,n/a,High Net Worth,N,No,14,69 Garrison Point,2223,NSW,Australia,11,56
Brooke,Arling,Male,76,05/12/1961,,n/a,High Net Worth,N,No,6,6 Melby Center,3027,VIC,Australia,5,56
Halette,Borsi,Female,60,10/12/1961,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,56
Demetria,Bausor,Female,73,22/12/1961,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,56
Denys,Minshall,Female,30,26/12/1961,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8,56
Malvin,Ryhorovich,Male,37,03/03/1962,Quality Control Specialist,n/a,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3,55
Dorie,Dunleavy,Female,24,05/05/1962,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,55
Riki,Wandtke,Female,25,12/05/1962,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,55
Irvin,Bevans,Male,82,12/07/1962,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,55
Aurie,Rhead,Female,78,28/07/1962,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5,235 Mendota Court,2650,NSW,Australia,2,55
Sibylla,Kibble,Female,73,05/08/1962,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,55
Teodor,Mullinder,Male,56,26/08/1962,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,55
Noami,Cokly,Female,74,17/09/1962,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,55
Lissa,Gawn,Female,86,21/09/1962,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,55
Dominick,Asher,Male,50,06/10/1962,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,55
Cami,Barnbrook,Female,8,01/01/1963,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,54
Gabrila,Toopin,Female,7,14/01/1963,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,54
Dru,Crellim,Female,57,04/03/1963,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,54
Bill,,Female,74,24/04/1963,Human Resources Assistant II,Property,Mass Customer,N,Yes,19,6704 Pine View Lane,2170,NSW,Australia,9,54
Cammy,Stoneham,Female,74,02/05/1963,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,54
Shelli,Bartholomaus,Female,88,11/05/1963,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,54
Jamie,Jiruca,Female,21,16/06/1963,Recruiting Manager,Argiculture,Mass Customer,N,No,18,5013 Erie Crossing,2230,NSW,Australia,9,54
Farlie,Brookz,Male,62,31/07/1963,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,54
Eugenie,Brinson,Female,79,10/08/1963,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,54
Whit,Emloch,Male,30,20/08/1963,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,54
Clarabelle,Broschek,Female,6,25/08/1963,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,54
Jared,Fendlow,Male,79,25/08/1963,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,54
Zebulen,Emtage,Male,52,01/09/1963,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,54
Art,Shardlow,Male,57,15/10/1963,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,54
Jenny,Massy,Female,82,16/10/1963,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,54
Renate,Whyte,Female,60,08/12/1963,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,54
Abigale,Sives,Female,48,13/12/1963,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,54
Gleda,Howerd,Female,59,22/01/1964,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,53
Arty,Strudwick,Male,85,31/01/1964,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,53
Rhodie,Gaskall,Female,83,01/02/1964,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,53
Virginia,De Antoni,Female,17,14/03/1964,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,53
Mandie,Feares,Female,32,19/04/1964,Clinical Specialist,Health,Mass Customer,N,No,10,39 Kedzie Pass,4053,QLD,Australia,8,53
Zabrina,Margram,Female,87,15/05/1964,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,53
Andriana,Gosnoll,Female,53,19/05/1964,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,53
Wyn,Saynor,Male,54,22/06/1964,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,53
Pansie,Beccero,Female,35,07/07/1964,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,53
Reinold,Natt,Male,16,23/08/1964,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,53
Diego,Van den Broek,Male,17,28/09/1964,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,53
Murial,Bulloch,Female,59,01/10/1964,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,53
Raleigh,Pont,Male,48,02/11/1964,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,53
Corene,Hallgate,Female,26,06/11/1964,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,53
Sloan,Pudney,Male,83,10/11/1964,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,53
Clarine,Piecha,Female,99,07/12/1964,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,53
Conroy,Rappaport,Male,39,08/01/1965,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9,52
Erasmus,Olenchenko,Male,56,03/02/1965,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,52
Jamal,Dudgeon,Male,83,09/02/1965,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,52
Charmain,Styles,Female,49,25/02/1965,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,52
Geoff,Sitford,Male,97,27/02/1965,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,52
Frederigo,Cribbott,Male,35,15/03/1965,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,52
Donn,MacGregor,Male,80,22/04/1965,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,52
Noak,Sleany,Male,1,04/05/1965,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,52
Dawn,Pyffe,Female,56,28/05/1965,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,52
Becka,Hacon,Female,81,03/07/1965,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,52
Farris,Skettles,Male,38,03/07/1965,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,13,49309 Redwing Lane,3240,VIC,Australia,7,52
Tyne,Coate,Female,82,15/07/1965,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,Australia,8,52
Vittorio,Boxen,Male,94,15/08/1965,Mechanical Systems Engineer,n/a,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9,52
Glendon,Malham,Male,36,21/08/1965,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,52
Ferdinand,Billie,Male,97,04/09/1965,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,52
Valerie,Pickover,Female,34,08/09/1965,Editor,Financial Services,Mass Customer,N,No,9,92214 Spenser Road,2756,NSW,Australia,8,52
Hyman,Petrolli,Male,8,09/09/1965,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,52
Melinda,Hadlee,Female,34,21/09/1965,Financial Analyst,Financial Services,Affluent Customer,N,No,19,115 Montana Place,2093,NSW,Australia,9,52
Claudine,Dymick,Female,28,13/12/1965,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,52
Deirdre,Sturgeon,Female,11,22/12/1965,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,52
Charlena,Berney,Female,55,02/01/1966,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,51
Alex,Patshull,Female,37,02/01/1966,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,51
Gretna,Thredder,Female,62,08/01/1966,,n/a,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11,51
Kellina,Haygreen,Female,38,19/01/1966,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,51
Inglebert,Butland,Male,71,30/01/1966,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,51
Philbert,Bangs,Male,67,03/03/1966,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,51
Dahlia,Shovlar,Female,90,07/03/1966,Environmental Specialist,n/a,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,51
Muffin,Bhar,Male,44,07/04/1966,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,51
Bunny,Leebetter,Female,83,30/04/1966,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,51
Kelsey,Hatt,Female,69,27/06/1966,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,51
My,Chaston,Male,92,16/07/1966,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,Australia,9,51
Claudine,Barstowk,Female,71,20/07/1966,Nurse,Property,High Net Worth,N,Yes,5,1859 Forest Circle,4000,QLD,Australia,11,51
Whittaker,,Male,64,29/07/1966,Media Manager III,n/a,Mass Customer,N,Yes,8,683 Florence Way,3156,VIC,Australia,5,51
Pierrette,Gummie,Female,18,04/08/1966,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,51
Wylie,Huntingdon,Male,99,11/08/1966,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,51
Lucien,,Male,83,14/09/1966,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,51
Fancie,Woofendell,Female,68,17/09/1966,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,51
Corinna,Suggey,Female,52,18/09/1966,Design Engineer,n/a,Affluent Customer,N,No,9,938 Ilene Road,2761,NSW,Australia,8,51
Rozamond,Sommer,Female,27,19/09/1966,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,51
Beatrix,McGivena,Female,26,18/10/1966,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,51
Brod,Attrey,Male,46,05/11/1966,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,51
Amara,Clow,Female,47,17/11/1966,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,51
Blondell,Dibdall,Female,62,03/01/1967,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,50
Konstanze,Hovie,Female,88,09/01/1967,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,50
Madison,Lars,Male,11,19/01/1967,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,50
Otha,Langworthy,Female,91,20/01/1967,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,50
Cliff,Philipsson,Male,82,02/02/1967,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,50
Shadow,Yakutin,Male,85,03/02/1967,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,50
Conway,Juarez,Male,27,02/03/1967,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,50
Torry,de la Valette Parisot,Male,95,14/03/1967,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,50
Loise,Iltchev,Female,70,18/03/1967,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,17,45 Becker Place,4504,QLD,Australia,6,50
Padriac,Collacombe,Male,67,07/04/1967,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,50
Esme,Pilipets,Male,15,06/05/1967,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,50
Tannie,Gambrell,Male,92,25/05/1967,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,50
Donica,Humby,Female,47,01/06/1967,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,50
Mavra,Finan,Female,30,23/08/1967,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,50
Katharine,Redbourn,Female,8,11/09/1967,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,50
Shepperd,Ricards,Male,28,27/09/1967,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4,50
Leonora,Swetenham,Female,66,05/10/1967,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,50
Mick,Macewan,Male,32,12/12/1967,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,50
Daisy,Spowart,Female,60,18/12/1967,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,Australia,3,50
Yancy,Clementet,Male,5,16/02/1968,Mechanical Systems Engineer,n/a,High Net Worth,N,No,15,9 Union Center,2147,NSW,Australia,9,49
Nady,Withinshaw,Female,96,17/02/1968,Database Administrator III,n/a,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,49
Farlie,Petford,Male,76,25/03/1968,Recruiting Manager,n/a,High Net Worth,N,No,13,2330 Butternut Trail,2017,NSW,Australia,10,49
Penrod,Tomasicchio,Male,5,28/05/1968,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,49
Amby,Bodega,Male,63,12/06/1968,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,49
Nobe,Trowsdale,Male,12,12/07/1968,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,49
Karol,Salthouse,Female,53,29/07/1968,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,49
Cirillo,Frossell,Male,7,14/10/1968,Graphic Designer,n/a,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,49
Franciska,Stigell,Female,95,15/11/1968,Food Chemist,Health,Mass Customer,N,Yes,7,6 Anderson Junction,3802,VIC,Australia,7,49
Meade,McReedy,Female,94,23/11/1968,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,49
Guss,Karim,Male,95,24/11/1968,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,49
Celestina,Lethardy,Female,38,11/12/1968,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,49
Teddie,Burchill,Male,11,21/12/1968,Programmer I,Manufacturing,Mass Customer,N,Yes,13,321 Raven Plaza,2161,NSW,Australia,9,49
Delcina,Hursey,Female,22,26/12/1968,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,49
Don,Spratling,Male,82,05/01/1969,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,48
Guenna,Filisov,Female,52,09/02/1969,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,48
Archibald,Blessed,Male,61,10/02/1969,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,48
Agna,Cowpe,Female,88,05/03/1969,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,48
Calida,Schaben,Female,54,06/03/1969,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,48
Maximilien,Bourget,Male,12,29/04/1969,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,48
Agnella,Capener,Female,58,21/05/1969,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,Australia,6,48
Darb,,Male,80,04/06/1969,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,48
Evonne,Bembridge,Female,9,06/07/1969,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,48
Teddy,Lagadu,Female,86,20/07/1969,Design Engineer,n/a,High Net Worth,N,No,6,2 Charing Cross Trail,2759,NSW,Australia,8,48
Ermentrude,Heindle,Female,47,02/08/1969,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,48
Shawna,Hinrichsen,Female,60,27/08/1969,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,Australia,2,48
Roman,Eastwood,Male,57,21/09/1969,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,48
Christie,Anders,Male,38,02/10/1969,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,Australia,10,48
Frans,Idale,Male,1,03/10/1969,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,48
Nicole,Ruckhard,Female,93,09/10/1969,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,48
Michal,Bryan,Female,1,09/11/1969,,Manufacturing,Mass Customer,N,Yes,16,4275 Bluestem Pass,4000,QLD,Australia,8,48
Gerri,Schimann,Female,81,17/11/1969,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,48
Georgi,,Male,29,14/01/1970,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,47
Etan,Prinett,Male,97,21/01/1970,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,47
Hallsy,Voysey,Male,83,11/03/1970,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,47
Allyson,Petchell,Female,16,19/03/1970,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8,47
Morly,Genery,Male,69,22/03/1970,Structural Engineer,Property,Mass Customer,N,No,16,14 Mccormick Park,2113,NSW,Australia,11,47
Jamison,Cashin,Male,70,19/05/1970,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,47
Rupert,Marrow,Male,73,08/08/1970,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,47
Averil,Ackery,Male,93,09/09/1970,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,47
Padraig,Snel,Male,89,08/11/1970,Staff Accountant II,n/a,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,Australia,7,47
Lela,Billing,Female,38,17/12/1970,Programmer Analyst III,n/a,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,47
Pancho,Edis,Male,1,30/12/1970,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,47
Phyllis,Wibberley,Female,7,10/01/1971,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,46
Otis,,Male,59,11/01/1971,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,46
Bernardine,Delmonti,Female,39,31/03/1971,,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8,46
Cicily,Hast,Female,63,26/04/1971,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,46
Ellsworth,Andrieux,Male,49,26/04/1971,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,46
Tessa,Heakey,Female,43,31/05/1971,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,46
Andee,Huke,Female,91,28/06/1971,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,46
Sid,Carlone,Male,24,18/08/1971,Structural Engineer,Health,Affluent Customer,N,No,16,76 Sunnyside Avenue,4670,QLD,Australia,2,46
Aldric,Birney,Male,21,19/08/1971,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,46
Verla,Dumingos,Female,26,18/09/1971,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,46
Seymour,Fellibrand,Male,28,11/10/1971,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,46
Carr,Hopkynson,Male,64,18/10/1971,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,46
Kaela,Romaines,Female,41,27/11/1971,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,46
Reggie,Kernar,Female,26,28/11/1971,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10,46
Daisi,Tinwell,Female,84,24/12/1971,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,46
Jedediah,Kedie,Male,31,29/12/1971,Developer I,Argiculture,Mass Customer,N,Yes,9,283 Acker Drive,2763,NSW,Australia,9,46
Chanda,Mensler,Female,15,14/01/1972,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,13,0 Mockingbird Plaza,2212,NSW,Australia,10,45
Lark,Gonet,Female,89,17/01/1972,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,45
Vincent,Jopke,Male,6,10/03/1972,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3,45
Worthington,Ahmed,Male,79,24/03/1972,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,45
Lyon,Brittan,Male,14,23/04/1972,Sales Representative,Retail,High Net Worth,N,No,19,540 Sachs Road,3153,VIC,Australia,8,45
Sammy,Borsi,Female,99,27/04/1972,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,45
Duff,Karlowicz,Male,50,28/04/1972,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,5,717 West Drive,2200,NSW,Australia,10,45
Melany,Ladewig,Female,76,17/05/1972,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,45
Thorn,Stigers,Male,42,19/05/1972,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,45
Joline,Skipperbottom,Female,59,27/06/1972,Desktop Support Technician,n/a,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,45
Karney,Burstow,Male,51,02/07/1972,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,45
Genni,Fanstone,Female,25,29/07/1972,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,45
Paquito,Atwood,Male,15,30/07/1972,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,45
Dory,Malpass,Female,19,27/08/1972,,n/a,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,45
Marc,Keunemann,Male,57,04/09/1972,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,45
Jaimie,Lancastle,Male,71,23/10/1972,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,45
Marylou,Kirkup,Female,51,31/10/1972,VP Product Management,n/a,Mass Customer,N,No,14,76733 Sunbrook Terrace,3196,VIC,Australia,9,45
Bengt,Bilson,Male,26,02/11/1972,Structural Engineer,Manufacturing,High Net Worth,N,No,11,67 Grayhawk Circle,2232,NSW,Australia,10,45
Yuma,Dennick,Male,40,10/11/1972,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,45
